date	company	relationEntity	relationEntityType	classification	snippet	country	keywords
2023-04-16	Infosys Limited			Grow	On Thursday, Infosys Ltd reported lower-than-expected growth in the fourth quarter net	IN	lower than expected growth|growth
2023-04-16	Infosys Limited				Tech bellwether Infosys warns of trouble in key finance sectors	GB	key finance sector|trouble|finance sector|sector
2023-04-16	Infosys Limited			Publishing Numbers	0.14% Volatility & Risk Infosys has a beta	US	volatility|beta
2023-04-16	Tata Consultancy Services Limited|Infosys Limited	Infosys Limited	company		firms Infosys and Tata Consultancy Services have seen close to a two-third drop	IN	drop|two third drop
2023-04-16	Infosys Limited	TCS Group Holding PLC	company		TCS and Infosys see a drop in headcount in FY23	IN	drop|fy23
2023-04-16	Willis Towers Watson PLC			Publishing Numbers	Willis Towers Watson Public had a return on equity of 14.53% and a net margin of 11.38%	US	return
2023-04-16	Wipro Limited			Publishing Numbers	Wipro had a return on equity of 16.19% and a net margin of 12.94%	US	return
2023-04-16	Wipro Limited				Balentine LLC’s holdings in Wipro were worth $458,000 at the end	US	holding|end
2023-04-16	Infosys Limited				If companies such as Infosys were unable to predict the downturn they faced in the fourth quarter	IN	downturn|company
2023-04-16	Infosys Limited	TCS Group Holding PLC	company		Management commentary from both Infosys and TCS is bleak	IN	management commentary|commentary
2023-04-16	Accenture Inc.				Accenture Inc., a leading information technology services provider with expansive operations across the globe, has recently received positive news regarding its Quarter 4 2024 earnings per share estimate	CA	news|positive news|expansive operation|operation
2023-04-16	Accenture Inc.				The increased EPS projections from Jefferies Financial Group demonstrate that Accenture is performing exceedingly well despite the ongoing upheavals in global markets that negatively impacted many other companies globally	CA	market
2023-04-16	Accenture Inc.				Accenture is considered to be slightly more volatile compared to the broader market	US	market
2023-04-16	Accenture Inc.				Accenture faces its fair share of challenges ahead, including increased competition and pressures to innovate to maintain its competitive edge	CA	share
2023-04-16	Accenture Inc.			Funding|Market Share Growth	that Accenture has been attracting attention and investments from large investors such as Affiance Financial LLC	CA	
2023-04-16	Accenture Inc.		product		Accenture’s innovations in cloud computing solutions and intelligent automation technologies are enabling various companies worldwide to improve their operational efficiency and ultimately drive value, revenue growth and profitability over time	CA	innovation|cloud computing solution|solution|computing solution|automation technology|worldwide|company|technology|intelligent automation technology
2023-04-16	Accenture Inc.				1.25, Accenture is considered to be slightly more volatile compared to the broader market	US	
2023-04-16	Accenture Inc.				With a net margin of 11.00% and a return on equity of 30.73%, Accenture is clearly doing well	CA	margin|return
2023-04-16	Accenture Inc.				In summary, Accenture’s prowess appears unceasingly bright on both fronts	CA	summary|front|prowess
2023-04-16	IBM Corp.	Microsoft Corp.	company	Procure Supply|Being sold|General|Agreements|Company Info	Microsoft and IBM agreed to a $430,000 contract in which Microsoft was a software developer, providing IBM with an operating system called Dos, a set of software languages, and various testing and consulting	IN	
2023-04-16	IBM Corp.		product		IBM failed to reach an agreement on the new 16-bit operating system	IN	system|operating system
2023-04-16	IBM Corp.		product		IBM started selling computers with different operating systems, the competing CP/M operating system	IN	different operating system|computer|system|operating system|m operating system|cp|competing cp
2023-04-16	IBM Corp.				In the meetings, IBM representatives also asked about operating systems	IN	meeting
2023-04-16	IBM Corp.	Michael J Miller	person		the background of the agreement Michael J. Miller has told PC Mag in his story IBM surprised by the affordability of Microsoft’s offer	IN	mag|pc mag|background
2023-04-16	IBM Corp.				When IBM started selling computers with different operating systems, the competing CP/M operating system	IN	when
2023-04-16	IBM Corp.	IBM Corp.	company		For instance, Apple’s “Think different” slogan had to have been a jab at IBM	IT	think different slogan|slogan
2023-04-16	IBM Corp.	United States	location		IBM gave his family many opportunities to see the rest of the USA, finally settling in the Atlanta area in 1974	US	rest
2023-04-16	IBM Corp.	San Francisco	location	Operational Regions	Steve was hired by IBM in San Francisco	US	where|they
2023-04-16	PricewaterhouseCoopers International Limited			Hosting Events|Charity	The event was sponsored by Penny, PwC,	HU	event|penny
2023-04-16	Infosys Limited			Layoff Staff	Infosys reduced its workforce by 3,611	IN	workforce
2023-04-16	Infosys Limited				Infosys missed the road’s expectations and released a PAT	IN	pat
2023-04-16	Accenture Inc.				Great Valley Advisor Group Inc.'s holdings in Accenture were worth $2,561,000 at the end		holding|end
2023-04-15	Wipro Limited				This is confirmed by a growing client list that includes Wipro, UEMedical, MedNet, and Nathealth	SA	this|client list|growing client list|list
2023-04-15	Booz Allen Hamilton Holding Corp.			Publishing Numbers	Booz Allen Hamilton recently released its earnings results on January 27th	BM	result|earnings result
2023-04-15	Booz Allen Hamilton Holding Corp.				this fiscal year, Booz Allen Hamilton Holding Corp is poised for another successful year ahead	BM	year|successful year|another successful year
2023-04-15	Booz Allen Hamilton Holding Corp.				Booz Allen Hamilton Holding Corp., whose operations involve management consulting services and technology expertise like analytics, engineering solutions and cyber security offerings to name a few examples from their portfolio	BM	portfolio|example
2023-04-15	Aon PLC Holding				Aon plc Plans Dividend Increase	US	increase|dividend increase
2023-04-15	Aon PLC Holding				AON has a payout ratio of 13.7% indicating that its dividend is sufficiently covered by earnings	US	indicate
2023-04-15	Aon PLC Holding				AON wasn't on the list	IN	list
2023-04-15	Cognizant Technology Solutions Corp.			Grow	Cognizant Technology Solutions's revenue for the quarter was up 1.3% on a year-over-year basis		revenue|year over year basis|basis
2023-04-15	Infosys Limited				Infosys has been in the spotlight lately following a report released by JPMorgan Chase & Co.	US	report
2023-04-15	Infosys Limited				Infosys is well-positioned to meet them head-on with its history of proven success in adapting quickly to changing market conditions	US	condition|market condition
2023-04-15	Infosys Limited				Despite these challenges ahead, Infosys is well-positioned to meet them head-on with its history of proven success in adapting quickly to changing market conditions	US	
2023-04-15	Infosys Limited				time would be needed to ascertain how Infosys would fare in face of these shifting dynamics even	CH	how
2023-04-15	IBM Corp.				Sompo Asset Management Co. Ltd.'s holdings in International Business Machines were worth $6,952,000 at the end	US	holding|end
2023-04-15	Accenture Inc.				Lee Danner & Bass Inc.'s holdings in Accenture were worth $31,633,000 at the end	US	holding|end
2023-04-15	Cognizant Technology Solutions Corp.	Securities and Exchange Commission	org		Ingalls & Snyder LLC's holdings in Cognizant Technology Solutions were worth $398,000 as of its most recent filing with the Securities and Exchange Commission	US	holding
2023-04-15	Cognizant Technology Solutions Corp.			Grow	Cognizant Technology Solutions's quarterly revenue was up 1.3% on a year-over-year basis	US	revenue|year over year basis|basis
2023-04-15	Aon PLC Holding			Company Info	AON makes up 1.1% of Redwood Wealth Management Group LLC's investment portfolio, making the stock its 23rd largest holding	US	portfolio|investment portfolio
2023-04-15	Aon PLC Holding	Redwood Wealth Management Group LLC	company	Received Investment	Redwood Wealth Management Group LLC Invests $870,000 in Aon plc		
2023-04-15	Accenture Inc.				New Mexico Educational Retirement Board’s holdings in Accenture were worth $8,019,000 at the end	US	holding|end
2023-04-15	Cognizant Technology Solutions Corp.			Company Info	Cognizant Technology Solutions makes up approximately 1.5% of Edmp Inc.'s investment portfolio, making the stock its 21st largest	US	stock
2023-04-15	IBM Corp.	Securities and Exchange Commission	org		Oxbow Advisors LLC’s holdings in International Business Machines were worth $2,167,000 as of its most recent filing with the Securities and Exchange Commission	US	holding
2023-04-15	IBM Corp.				International Business Machines makes up around 1.1% of Janney Capital Management LLC’s investment portfolio, marking it as their 26th biggest holding	US	holding|26th biggest holding|biggest holding|it
2023-04-15	IBM Corp.			Company Info	As per the disclosure statement, International Business Machines makes up around 1.1% of Janney Capital Management LLC’s investment portfolio, marking it as their 26th biggest holding	US	portfolio|investment portfolio
2023-04-15	IBM Corp.				IBM investors currently wait with bated breath to see future trends and changes that will impact the global technology industry	US	breath|bated breath|investor
2023-04-15	Accenture Inc.	Securities and Exchange Commission	org		Sendero Wealth Management LLC’s holdings in Accenture were worth $2,618,000 as of its most recent filing with the Securities and Exchange Commission	US	holding
2023-04-15	Accenture Inc.	Julie Spellman Sweet	person		Julie Spellman Sweet now has a beneficial interest in 27,413 Accenture shares worth $7.7 million	AU	share
2023-04-15	Accenture Inc.				Accenture is up a total 99.8% at an annualized rate of 18.9% compared to the Index	US	index
2023-04-15	Accenture Inc.				Accenture EPS drops 22% Release Date	AU	date|eps|release date
2023-04-15	Accenture Inc.				Accenture CFO Kc Mcclure awarded shares Thursday February	AU	mcclure|shares thursday february|february|kc mcclure|thursday february
2023-04-15	Accenture Inc.	Julie Spellman Sweet	person		Accenture CEO Julie Spellman Sweet adds shareholding in Accenture Sunday April 16, 2023	AU	shareholding
2023-04-15	Cognizant Technology Solutions Corp.			Publishing Numbers	Cognizant Technology Solutions Class A EPS Growth slows to 8.9% Release Date	US	date|eps growth|growth|release date
2023-04-15	Cognizant Technology Solutions Corp.	Rebecca Schmitt	person		Cognizant Technology Solutions Class A Chief People Officer Rebecca Schmitt (Becky) adds shareholding in Cognizant Technology Solutions Class A (aka Becky Schmitt Rebecca) Sunday April 16, 2023	AU	shareholding
2023-04-15	Cognizant Technology Solutions Corp.	Rebecca Schmitt	person		Rebecca Schmitt (Becky) now has a beneficial interest in 34,238 Cognizant Technology Solutions Class A shares worth $2.1 million	US	share
2023-04-15	Cognizant Technology Solutions Corp.				Cognizant Technology Solutions Class A director Stephen J. Rohleder awarded Deferred Stock Units Tuesday January	US	january|stock units tuesday january|tuesday january|deferred stock units tuesday january|units tuesday january
2023-04-15	Cognizant Technology Solutions Corp.				Cognizant Technology Solutions Class A director Stephen J. Rohleder awarded Restricted Stock Units Tuesday January	US	restricted stock units tuesday january|january|stock units tuesday january|tuesday january|units tuesday january
2023-04-15	Gartner Inc.				Gartner clients can read more in “Top Trends in Cybersecurity 2023	IN	top trend|trend|client
2023-04-15	Gartner Inc.				Gartner Identifies the Top Cybersecurity Trends for 2023	IN	top cybersecurity trend|trend|cybersecurity trend
2023-04-15	Gartner Inc.				A Gartner survey found that 41% of employees perform some kind of technology work, a trend that is expected to continue growing over the next five years	IN	survey
2023-04-15	Gartner Inc.				Gartner predicts that by 2026,	IN	
2023-04-15	Cognizant Technology Solutions Corp.	Securities and Exchange Commission	org		AIA Group Ltd's holdings in Cognizant Technology Solutions were worth $679,000 as of its most recent filing with the Securities and Exchange Commission	US	holding
2023-04-15	Cognizant Technology Solutions Corp.			Using	Cognizant Technology Solutions Corp. engages in the provision of information technology, consulting, and business process outsourcing services	US	information technology|service|consult|technology|business process outsourcing service|outsourcing service|process outsourcing service
2023-04-15	Infosys Limited				in some of our clients and delays in decision-making, which resulted in lower volumes," Infosys chief executive Salil Parekh said in a media briefing	IN	delay|client|media|briefing
2023-04-15	Infosys Limited				the total number of Infosys employees fell by more than 3,600	IN	
2023-04-15	IBM Corp.				However, recent reports suggest that IBM had slipped from among the top ten biggest technology companies worldwide	US	worldwide|company|technology company|biggest technology company
2023-04-15	IBM Corp.				Additionally, IBM has a debt-to-equity ratio of 2.10 meaning they	US	debt to equity
2023-04-15	IBM Corp.			Publishing Numbers	IBM’s net margin stood at 2.71%, with a return on equity of 41.24%	US	margin|net margin|return
2023-04-15	IBM Corp.				IBM has a debt-to-equity ratio of 2.10 meaning they	US	they
2023-04-15	IBM Corp.				IBM Receives Upgraded Earnings Per Share Estimates for Q3 2023 Amid Mixed Expert Predictions	US	upgraded earning|earning
2023-04-15	Infosys Limited			Grow	Infosys reported a 7.8% year-on-year (YoY) increase in net profit to Rs 6,128 crore,	IN	increase
2023-04-15	IBM Corp.	Olay Skin Advisor	company	Received Investment	Advisor OS LLC Makes New Investment in International Business Machines Co.	US	
2023-04-15	IBM Corp.				New Mexico Educational Retirement Board’s holdings in International Business Machines were worth $6,079,000 at the end	US	holding|end
2023-04-15	Booz Allen Hamilton Holding Corp.				AIA Group Ltd's holdings in Booz Allen Hamilton were worth $572,000 at the end	BM	holding|end
2023-04-15	Aon PLC Holding		product		Aon Plc engages in the provision of risk, health, and wealth solutions	CH	provision
2023-04-15	Infosys Limited			Publishing Numbers	Infosys today said it delivered $18.2 billion in revenues in the year to the end	US	revenue|end|it
2023-04-15	Infosys Limited	Narayana Murty	person		Akshata Murty’s latest payout comes from Bangalore-based Infosys, a company	US	payout
2023-04-15	Infosys Limited	Narayana Murty	person		Rishi Sunak’s wife Akshata Murty lands £6.7 million Infosys payout	GB	payout
2023-04-15	Infosys Limited			Publishing Numbers	Infosys reported a weak quarter for the period ending March 31, 2023	IN	weak quarter|period|quarter
2023-04-15	Infosys Limited	ICICI Securities Limited	company		on Infosys, ICICI Securities listed	IN	
2023-04-15	Wipro Limited				Using this Wipro Vesta 1200 Watts Dry Iron is also extremely easy, thanks to the design and metal used while making it which makes it an extremely lightweight product	IN	design|metal|iron
2023-04-15	Cognizant Technology Solutions Corp.			Grow	Cognizant Technology Solutions’s revenue was up 1.3% on a year-over-year basis	US	revenue|year over year basis|basis
2023-04-15	Accenture Inc.				Accenture’s board now comprises 10 directors, nine	GB	board
2023-04-15	Cognizant Technology Solutions Corp.	Versor Investments	company	Received Investment	Versor Investments LP Invests $406,000 in Cognizant Technology Solutions Co.		
2023-04-15	Willis Towers Watson PLC	New York State	location		New York State Common Retirement Fund owned about 0.12% of Willis Towers Watson Public worth $31,057,000 as of its most recent SEC filing	US	common retirement fund|retirement fund|fund
2023-04-15	IBM Corp.	Asset Management Partners	company	Received Investment	Indie Asset Partners LLC Invests $203,000 in International Business Machines Co.	IN	
2023-04-15	IBM Corp.			Publishing Numbers	Tesla, IBM, Lam Research and F5 are all expected to release their latest results on Wednesday, opening the first window of tech results	US	lam research|research|f5
2023-04-15	Infosys Limited				Infosys missed the street's expectations and posted a PAT	IN	pat
2023-04-15	FTI Consulting Inc.	New York State	location		New York State Teachers Retirement System lowered its holdings in FTI Consulting, Inc. by 0.4% during the 4th quarter, according to the company in its most recent disclosure	US	holding|disclosure|system|retirement system|teachers retirement system|company
2023-04-15	FTI Consulting Inc.	New York State	location		New York State Teachers Retirement System owned about 0.14% of FTI Consulting worth $7,650,000 as of its most recent SEC filing	US	system|retirement system|teachers retirement system
2023-04-15	FTI Consulting Inc.			Grow	FTI Consulting's revenue for the quarter was up 14.5% compared to the same quarter last year	US	revenue
2023-04-15	FTI Consulting Inc.			Publishing Numbers	FTI Consulting had a return on equity of 14.73% and a net margin of 7.78%	US	return
2023-04-15	FTI Consulting Inc.			Company Info	Profile FTI Consulting, Inc engages in the provision	US	provision
2023-04-15	Deloitte Consulting LLP	Governor	org		to Deloitte Consulting and the Boston Consulting Group to help the state’s first female governor shape her vision	US	vision|shape
2023-04-15	Deloitte Consulting LLP				Most of the money was paid to Deloitte Consulting and the Boston Consulting Group to help the state’s first female governor shape her vision	US	money
2023-04-15	Deloitte Consulting LLP				A Deloitte spokeswoman referred questions to the state, and Boston Consulting Group did not immediately return messages	US	question|state
2023-04-15	Tata Consultancy Services Limited				TCS is using the technology for a long time and also gave clarity	IN	clarity
2023-04-15	Tata Consultancy Services Limited			Company Info	he said that TCS is using the technology for a long time and also gave clarity	IN	technology
2023-04-15	IBM Corp.				Century-old tech giant IBM has spent the past decade remaking itself for the era ofhttps		
2023-04-15	IBM Corp.				customers turning to IBM to help implement hybrid cloud strategies		hybrid cloud strategy|cloud strategy|strategy|customer
2023-04-15	IBM Corp.			Being Rated Financially|Publishing Numbers	IBM is valued at just $117 billion today		
2023-04-15	IBM Corp.				IBM has a big consulting business, for example, generating $4.8 billion of consulting revenue in the fourth quarter		business|consulting business
2023-04-15	IBM Corp.			Company Info	International Business Machines and Intel aren't particularly thrilling companies, and Intel specifically is facing a slew of problems		thrilling company|company|particularly thrilling company
2023-04-15	Infosys Limited				Infosys declares final dividend for FY23	IN	fy23
2023-04-15	Willis Towers Watson PLC	Exchange Commission	org		Sendero Wealth Management LLC’s holdings in Willis Towers Watson Public were worth $2,225,000 as of its most recent filing with the Securities & Exchange Commission	US	holding
2023-04-15	Infosys Limited				who was a member of Infosys’ Board	IN	member|board|who
2023-04-15	Wipro Limited	Ramesh Bafna	person		Ramesh Bafna comes with varied experience through leadership roles across finance, audit and business in companies like Wipro,	IN	business|audit|company|experience|finance
2023-04-15	Cognizant Technology Solutions Corp.				Cognizant Technology Solutions is still a bargain right now according to my price multiple model, which compares the company's price-to-earnings ratio to the industry average	US	model|multiple model
2023-04-15	Cognizant Technology Solutions Corp.				What are the risks and opportunities for Cognizant Technology Solutions?	US	what|opportunity|risk
2023-04-15	Accenture Inc.	Securities and Exchange Commission	org		Great Valley Advisor Group Inc.’s holdings in Accenture were worth $2,561,000 as of its most recent SEC filing	US	holding
2023-04-15	Infosys Limited				Infosys wasn't on the list	CH	list
2023-04-15	Gartner Inc.				Everence Capital Management Inc.’s holdings in Gartner were worth $333,000 at the end	US	holding|end
2023-04-15	Booz Allen Hamilton Holding Corp.				's Hospital and consulting firm Booz Allen Hamilton recently advertised for prompt engineering jobs, with Booz Allen Hamilton offering up to $212,000 for applicants with more than three years of experience implementing machine learning models	BM	engineering job|prompt engineering job|job
2023-04-15	Booz Allen Hamilton Holding Corp.				Hospital and consulting firm Booz Allen Hamilton recently advertised for prompt engineering jobs, with Booz Allen Hamilton offering up to $212,000 for applicants with more than three years of experience implementing machine learning models	BM	model|learning model|machine learning model
2023-04-15	Aon PLC Holding	Boston	location		Boston Partners raised its position in AON by 3.4% during the 3rd quarter	US	partner|position
2023-04-15	Infosys Limited			Publishing Numbers	Infosys posted below-par Q4 results, reporting a rise	IN	rise
2023-04-15	IBM Corp.				As a result, IBM has emerged as a key player in areas such as hybrid cloud computing, with the acquisition of Red Hat being a significant milestone in this endeavour	US	result|hybrid cloud computing|computing|key player|acquisition|cloud computing|player
2023-04-15	IBM Corp.				IBM has emerged as a key player in areas such as hybrid cloud computing, with the acquisition of Red Hat being a significant milestone in this endeavour	US	milestone|endeavour|significant milestone
2023-04-15	IBM Corp.				International Business Machines has a lower ROE than the average (15%) in the classification	US	average|classification
2023-04-15	IBM Corp.			Publishing Numbers	International Business Machines Have A Good Return On Equity	US	
2023-04-15	IBM Corp.				the high use of debt by International Business Machines	US	debt
2023-04-15	IBM Corp.				International Business Machines has a lower ROE than the average (15%) in the IT industry classification	US	average|classification|it industry classification|industry classification
2023-04-15	IBM Corp.				Can International Business Machines Corporation Improve Its Returns?	AU	return
2023-04-15	Ernst & Young LLP				EY to rejig general insurers, asks CPI MP Binoy Viswam	IN	mp binoy viswam|cpi mp binoy viswam|viswam|binoy viswam
2023-04-15	Tata Consultancy Services Limited			Partnerships|Company Info	Tata Consultancy Services announced that it has extended its partnership with the Canberra Times Marathon Festival	IN	
2023-04-15	Tata Consultancy Services Limited			Publishing Numbers	Tata Consultancy Services reported its consolidated financial results according to Ind AS	IN	result|financial result|consolidated financial result
2023-04-15	Capgemini Consulting				Capgemini Canada ’ s ethical culture and humanity-first approach that inspires curiosity and innovation, helped the organization secure this placement	CA	ethical culture|culture|organization|placement|s ethical culture|approach|humanity first approach
2023-04-15	Accenture Inc.				With the appointment, Accenture ’ s board now comprises 10 directors, nine	US	s board|appointment|board
2023-04-15	Accenture Inc.	Alan Jope	person	New Employees	Accenture Appointed Alan Jope, Chief Executive Officer of Unilever, to Board of Directors	GB	board
2023-04-15	Infosys Limited			Products	Infosys is also working on its own software development tool on an open-source	JO	open source|development tool|own software development tool|tool|software development tool
2023-04-15	Infosys Limited				Infosys integrates generative AI into client and internal processes to unlock new opportunities	JO	opportunity
2023-04-15	IBM Corp.				IBM Facility would be constructed in the Kwinana-Rockingham Strategic Industrial Area onapproximately	AU	area|strategic industrial area|facility|industrial area
2023-04-15	IBM Corp.	Lithium Corp.	company		proposed IBM Facility is located adjacent to the Kwinana Lithium Hydroxide Refinery which is owned	AU	refinery|hydroxide refinery|facility
2023-04-15	IBM Corp.				International Business Machines Corporation (New York)'s US Patent application for "COMPLEXITY BASED ARTIFICIAL INTELLIGENCE MODEL TRAINING	US	artificial intelligence model training|complexity|application|patent application|model training|training|intelligence model training
2023-04-15	Ernst & Young LLP				that the Chinese affiliate of fellow “big four” member Ernst & Young had begun encouraging staff to wear CCP badges “to show their political loyalty	CN	that|affiliate
2023-04-15	Ernst & Young LLP				the Chinese affiliate of fellow “big four” member Ernst & Young had begun encouraging staff to wear CCP badges “to show their political loyalty	CN	staph
2023-04-15	Accenture Inc.	Ash	person	Employee Careers|Founding	Ash began his career with Accenture, serving clients in multiple industries	JO	career
2023-04-15	IBM Corp.	United States	location		International Business Machines Corporation (New York)'s US Patent application for "REGULATING CLOUD BUDGET CONSUMPTION	US	budget consumption|cloud budget consumption|consumption|company|regulating cloud budget consumption
2023-04-15	IBM Corp.	United States	location		International Business Machines Corporation (New York)'s US Patent application for "DOMAIN MALWARE FAMILY CLASSIFICATION	US	domain malware family classification|malware family classification|family classification|company|classification
2023-04-15	Ernst & Young LLP	General Insurance Public Sector Association	company	Service Agreements	the General Insurance Public Sector Association to select EY through a tender process for rejigging the government-owned insurers	IN	
2023-04-15	Booz Allen Hamilton Holding Corp.			PR	Booz Allen Hamilton to Host Conference Call to Discuss Fourth Quarter and Full Year Fiscal 2023 Results	BM	result
2023-04-15	Booz Allen Hamilton Holding Corp.			PR	Booz Allen Hamilton Holding Corporation, the parent company of management and technology consulting firm Booz Allen Hamilton, will host a conference call at 8 a.m	BM	call|firm|technology consulting firm|consulting firm|company|conference call
2023-04-15	Ernst & Young LLP	Department of Transportation	org		Department of Transportation awarded contract of OTHER FUNCTIONS to ERNST & YOUNG LLP	GB	function|other function
2023-04-15	Tata Consultancy Services Limited				Tata Consultancy Services is set to supercharge the digital experience of the TCS London Marathon and TCS Mini London Marathon in its second year as Title Partner	IN	partner|digital experience|title partner|experience
2023-04-15	Gartner Inc.	Perfect Memory	company		PERFECT MEMORY has received numerous awards and has just been listed by Gartner as a representative player in the intelligent document processing solutions market	US	player
2023-04-15	Accenture Inc.				more than 70 companies that include services firms Accenture and Avanade, with plans to roll it	JO	company|it|plan
2023-04-15	Cognizant Technology Solutions Corp.			Using	Cognizant Technology Solutions Corp. engages in the provision of information technology, consulting, and business process outsourcing services	IN	information technology|service|consult|technology|business process outsourcing service|outsourcing service|process outsourcing service
2023-04-15	Cognizant Technology Solutions Corp.	Versor Investments	company	Received Investment	Versor Investments LP Invests $406,000 in Cognizant Technology Solutions Co.	US	
2023-04-15	Cognizant Technology Solutions Corp.			Grow	Cognizant Technology Solutions’s revenue was up 1.3% on a year-over-year basis	US	revenue|year over year basis|basis
2023-04-15	Cognizant Technology Solutions Corp.			Grow	Cognizant Technology Solutions’s revenue for the quarter was up 1.3% on a year-over-year basis	US	revenue|year over year basis|basis
2023-04-15	Cognizant Technology Solutions Corp.			Publishing Numbers	Cognizant Technology Solutions had a net margin of 11.79% and a return on equity of 18.92%	US	margin|return
2023-04-15	Ernst & Young LLP				the Chinese affiliate of fellow "big four" member Ernst & Young had begun encouraging staff to wear CCP badges "to show their political loyalty	CN	staph
2023-04-15	Ernst & Young LLP				that the Chinese affiliate of fellow "big four" member Ernst & Young had begun encouraging staff to wear CCP badges "to show their political loyalty	CN	that|affiliate
2023-04-15	PricewaterhouseCoopers International Limited				PwC stated this in a report tagged ‘Growing the Nigerian Technology Ecosystem through the Capital Markets’ obtained by Nairametrics	NG	report|this
2023-04-15	Gartner Inc.				Signaturefd LLC’s holdings in Gartner were worth $386,000 at the end	IN	holding|end
2023-04-15	Aon PLC Holding			Publishing Numbers	AON to earn $16.06 per share next year	US	analyst|research analyst
2023-04-15	Aon PLC Holding		product		Aon Plc engages in the provision of risk, health, and wealth solutions	US	provision
2023-04-15	Aon PLC Holding				AON has a dividend payout ratio of 13.7% indicating that its dividend is sufficiently covered by earnings	US	indicate
2023-04-15	Aon PLC Holding			Grow	AON’s revenue for the quarter was up 1.6% compared to the same quarter last year	US	revenue
2023-04-15	IBM Corp.			Patents	International Business Machines Corp filed patent application for multi-level cache-mesh-system	IN	cache mesh system|multi level cache mesh system
2023-04-15	IBM Corp.		product	Patents	International Business Machines Corp filed patent application for multi-value primary keys for plurality of unique identifiers of entities	IN	primary key|multi value primary key|key
2023-04-15	Tata Consultancy Services Limited			Patents|General	Tata Consultancy Services Ltd filed patent application for systems and methods for detecting disguised non-performing assets and predicting potential NPAS in agriculture	IN	
2023-04-15	IBM Corp.			Patents|General	International Business Machines Corp filed patent application for noisy transaction for protection of data	IN	noisy transaction|transaction
2023-04-15	Cognizant Technology Solutions Corp.			Grow	Cognizant Technology Solutions’s quarterly revenue was up 1.3% on a year-over-year basis	US	revenue|year over year basis|basis
2023-04-15	Cognizant Technology Solutions Corp.			Publishing Numbers	Cognizant Technology Solutions had a return on equity of 18.92% and a net margin of 11.79%	US	return
2023-04-15	Cognizant Technology Solutions Corp.	Securities and Exchange Commission	org		Ingalls & Snyder LLC’s holdings in Cognizant Technology Solutions were worth $398,000 as of its most recent filing with the Securities and Exchange Commission	US	holding
2023-04-15	Cognizant Technology Solutions Corp.		product	Using	Profile () Cognizant Technology Solutions Corp. engages in the provision of information technology, consulting, and business process outsourcing services	IN	provision
2023-04-15	FTI Consulting Inc.	New York State	location		New York State Teachers Retirement System trimmed its position in FTI Consulting, Inc. by 0.4% during the 4th quarter, according to the company in its most recent filing with the Securities and Exchange Commission	US	filing|system|retirement system|teachers retirement system|company|position
2023-04-15	FTI Consulting Inc.			Company Info	FTI Consulting, Inc engages in the provision	US	provision
2023-04-15	Fti Consulting Inc. Holding			Publishing Numbers	FTI Consulting had a net margin of 7.78% and a return on equity of 14.73%	US	margin|return
2023-04-15	Fti Consulting Inc. Holding			Grow	FTI Consulting’s quarterly revenue was up 14.5% on a year-over-year basis	US	revenue|year over year basis|basis
2023-04-15	FTI Consulting Inc.	New York State	location		New York State Teachers Retirement System owned about 0.14% of FTI Consulting worth $7,650,000 as of its most recent SEC filing	US	system|retirement system|teachers retirement system
2023-04-15	Fti Consulting Inc. Holding				FTI Consulting Price Performance FCN opened at $204.07 on Friday	US	fcn|price performance fcn|performance fcn
2023-04-15	FTI Consulting Inc.			Grow	FTI Consulting’s revenue for the quarter was up 14.5% compared to the same quarter last year	US	revenue
2023-04-15	FTI Consulting Inc.			Publishing Numbers	FTI Consulting had a return on equity of 14.73% and a net margin of 7.78%	US	return
2023-04-15	Accenture Inc.			Grow	Accenture's revenue was up 5.1% on a year-over-year basis	CA	revenue|year over year basis|basis
2023-04-15	Gartner Inc.			Publishing Numbers	Gartner had a return on equity of 2,645.96% and a net margin of 14.75%	US	return
2023-04-15	Infosys Limited			Publishing Numbers	Infosys had a net margin of 16.66% and a return on equity of 31.23%	US	margin|return
2023-04-15	Infosys Limited			Publishing Numbers	Infosys had a return on equity of 31.23% and a net margin of 16.66%	CH	return
2023-04-15	Wipro Limited	Ramesh Bafna	person	Employee Careers	Bafna also spent a decade at IT services major Wipro	IN	decade
2023-04-15	Infosys Limited				On the other hand, Infosys, HCL Technologies, and Tata Consumer Products declined 2.4 per cent, 1.8 per cent, and 1.5 per cent, respectively	IN	product|tata consumer product|consumer product
2023-04-15	Wipro Limited			Publishing Numbers	Wipro had a return on equity of 16.19% and a net margin of 12.94%	US	return
2023-04-15	Infosys Limited				In fact, Infosys even said that they are looking forward to price increases coming through in FY24	IN	
2023-04-15	Infosys Limited				a disappointment is the fact that Infosys has now guided for 20% to 22% margin in FY24	US	margin|fy24
2023-04-15	Infosys Limited	TCS Group Holding PLC	company		So, I would probably think that as we speak currently, Infosys is probably trading at a 10% discount to TCS	US	discount
2023-04-15	Cognizant Technology Solutions Corp.				Cognizant Technology Solutions Co. - Equities researchers at Jefferies Financial Group lowered their Q2 2023 EPS estimates for shares of Cognizant Technology Solutions in a report issued on Wednesday, April 12th		eps estimate|report|estimate
2023-04-15	Infosys Limited			Grow	Infosys reported a 7.8% year-on-year (YoY) increase in net profit to Rs 6,128 crore,	IN	increase
2023-04-15	Infosys Limited	ICICI Prudential Mutual Fund	company		In terms of MOM percentage increase, ICICI Prudential Mutual Fund added to its positions substantially in Infosys Ltd,	IN	term|position
